,tweet
4207,"RT @alhaq_org: 74 years on, Palestinian continue to endure the ongoing Nakba of Israel's settler-colonial and apartheid regime! Palestinian…"
4208,"RT @bobruss46: @wesstreeting #ApartheidIsrael 🇵🇸
#IsraeliCrimes 🇵🇸
#Act4Palestine 🇵🇸
Deconstructing Israel's apartheid.
Amnesty's short fre…"
4209,"RT @MarwaEl94317678: @OnlinePalEng Israeli occupation thugs pulling Palestinian flags off #ShireenAbuAkleh's hearse
#IsraeliCrimes
#Israeli…"
4210,"RT @TheMendozaWoman: If Keir Starmer was alive during the Salem witch hunts: 

“While we condemn the drowning of this innocent woman, we de…"
4211,"The West’s blanket boycotts &amp; sanctions against Russia while continuing its complicity in Israel’s apartheid against Palestinians is racist, enraging &amp; hypocritical.

As we mark #Nakba74 escalate #BDS pressure now!
#ColonialHypocrisyKills

https://t.co/TUHLTbUW5P"
4212,"@Thehopper7 Yep, rioters in #Israeli police gear who were really, really bothered by #Palestinian flags. A sick #ApartheidIsrael, plain for the world to see. Times have changed &amp; #Israel has nowhere to hide."
4213,"RT @AssemSweidan: #ShireenAbuAkleh: #Apartheid israel State Sponsored Cold-Blooded Execution &amp; Storming of Her Funeral, leave #WestBank in…"
4214,"RT @Moonchand92: Here we PTI Commemorating #NakbaDay in unity to our #Palestine.

#IsraeliCrimes #Israel #Israeli #PalestineWillBeFree #Apa…"
4215,RT @BDSmovement: The Nakba did not end in 1948. It continues to this day with apartheid Israel relentlessly pursuing the dispossession of t…
4216,"@israelpolice Rioters? ...

Ah .....you mean the thugs ripping flags off a hearse......right?

Don't want to be called thugs... don't act like thugs #FreePalestine 😔

#IsraeliCrimes
#ShireenAbuAqla
#ShireenAbuAkleh 
#FreePalestine 
#SocialistSunday https://t.co/pymvYtgZbc"
4217,"This is what your support of #Israel means to Palestinians in #Palestine 
Death and destruction 😡💰
Feeling proud yet @JoeBiden ?
#FreePalestine #BDS #Nakba74 https://t.co/w65qFrlXtZ"
4218,RT @BDSmovement: The Nakba did not end in 1948. It continues to this day with apartheid Israel relentlessly pursuing the dispossession of t…
4219,"RT @HighwaySqueak: Look at the state of this:

#AbolishTheMonarchy #PrinceWilliamBooed #SilentJubilee #ClimateCrisis #CostOfLiving #BrexitB…"
4220,"RT @TheMendozaWoman: If Keir Starmer was alive during the Salem witch hunts: 

“While we condemn the drowning of this innocent woman, we de…"
4221,"@Israel @nettabarzi @kann @Eurovision @kaneurovision .

.
Today is NAKBA 

HOW MANY PALESTINIANS ARE YOU PLANNING TO MURDER.

.

 .
#Palestine #ısrael #ApartheidIsrael #ironic_segragation

#of all the people that should know about religious suffering 

#hunted_now_hunter"
4222,"RT @NesmaJa97: Palestinian ex-detainee Dawoud Zubeidi, brother of the prisoner Zakaria Zubeidi succumbed to his wounds sustained by Israeli…"
4223,"RT @Moonchand92: Here we PTI Commemorating #NakbaDay in unity to our #Palestine.

#IsraeliCrimes #Israel #Israeli #PalestineWillBeFree #Apa…"
4224,"@drsaqibqureshi @PhillipsBarrie @nadhimzahawi #ApartheidIsrael plays a big part in labelling Jews that support the rights of Palestinians as ""antisemitic"". You claim to stand against antisemitism so the #UK government should stop funding Israel and ban the political ""friends of Israel"" groups!"
4225,"RT @Quickieleaks: The #UK political groups ""friends of Israel"" that support #ApartheidIsrael should themselves be under investigation for s…"
4226,"@DavidMamnixx @SawtryJW @HagaiElAd @btselem @Israel You've cropped the source and provided no link. 

Furthermore, a student newspaper doesn't hold equal weight as @UN @Amnesty or @IntlCrimCourt 

#ZionismIsTerrorism #BoycottIsrael #PalestinianGenocide #IsraeliApartheid #IsraeliOccupation #IsraeliWarCrimes #BDS #FreePalestine"
4227,RT @BDSmovement: The Nakba did not end in 1948. It continues to this day with apartheid Israel relentlessly pursuing the dispossession of t…
4228,"RT @PalestinePDP: .@haaretzcom OP-ED: For Us, Palestinians, Shireen Abu Akleh Was a Legend by .@HaninMajadli https://t.co/OEe0DFFeFQ
#Shire…"
4229,"RT @KurtWeithaler: So, not just show me your papers, but show me your hijab!
The Palestinian flag is Banned in Occupied Palestine???
A brut…"
4230,"@elderofziyon Again like always playing the Victim Role to distract from the Zionist Terrorist Occupiers Crimes 🤣🤣🤣🤡🤡🤡 #zionist_terrorism #IsraeliOccupation #IsraeliApartheid #IsraeliTerrorists #FreePalestine #Palestine 

Here a Flag that triggeres Zionist Occupiers 🤣 https://t.co/mypOPXDuA3"
4231,"Here we PTI Commemorating #NakbaDay in unity to our #Palestine.

#IsraeliCrimes #Israel #Israeli #PalestineWillBeFree #ApartheidIsrael #Nakba74 https://t.co/IbsHJZp9CU"
4232,RT @kamelhawwash: Palestinian children re-enact the assassination of #ShireenAbuAkleh in Jenin. They will not forget and they will not forg…
4233,"RT @AssemSweidan: #ShireenAbuAkleh: #Apartheid israel State Sponsored Cold-Blooded Execution &amp; Storming of Her Funeral, leave #WestBank in…"
4234,"RT @TheMendozaWoman: If Keir Starmer was alive during the Salem witch hunts: 

“While we condemn the drowning of this innocent woman, we de…"
4235,RT @MCAOps: Janna Jihad: ''The #Zionist are not going to stop us from speaking the truth and informing the world about what is going on. We…
4236,"The #UK political groups ""friends of Israel"" that support #ApartheidIsrael should themselves be under investigation for supporting gross human rights abuses!

https://t.co/yWgMqQrsrl"
4237,RT @BDSmovement: The Nakba did not end in 1948. It continues to this day with apartheid Israel relentlessly pursuing the dispossession of t…
4238,"#ShireenAbuAkleh: #Apartheid israel State Sponsored Cold-Blooded Execution &amp; Storming of Her Funeral, leave #WestBank in turmoil as world criticism mounts over the murder of #AlJazeera #Palestinian Journalist.
#FreePalestine from the Evil #ApartheidIsrael  https://t.co/G9doA8cpKF"
4239,"Israel must be held to account
""We know too well that our freedom is incomplete without the freedom of the Palestinians""
#BravePalestine #EndIsraeliApartheid #StandWithThe6 #FreePalestine #FreeThemAll #BDS End the occupation of Palestine
@AlboMP It's Time https://t.co/qZJLzjq7Ns"
4240,"#Israel is loosing the media war. Their propaganda is collapsing. Keep it up everyone 👏🏼
The racist #ApartheidIsrael entity is losing the media war on all front.
@Jerusalem_Post @KhaledBeydoun @Resistance48 @s_m_marandi
#Nakba74 #Palestine #ShireenAbuAqla #ShireenAbuAkleh https://t.co/P8smPhdH7y"
4241,"Look at the state of this:

#AbolishTheMonarchy #PrinceWilliamBooed #SilentJubilee #ClimateCrisis #CostOfLiving #BrexitBritain #BDS https://t.co/bVftlTykhJ"
4242,"This is 'Israel'. 
Your beautiful, democratic and peaceful 'Israel'. 
#Apartheidisrael 
#IsraeliTerrorism 
#FreePalestine

https://t.co/yxMN1Ex0LR"
4243,"RT @BESSEKRIAbdelk1: Western media ?? Hello ? You there ?? 

The #USA agent in the Middle East.
#Israel #Palestine #Russia #Ukraine #EU #NA…"
4244,"@GalGadot Israeli occupation thugs pulling Palestinian flags off #ShireenAbuAkleh's hearse
#IsraeliCrimes
#IsraeliApartheid
 https://t.co/InosDN22gw"
4245,RT @TFilastin: The West’s blanket boycotts &amp; sanctions against Russia while continuing its complicity in Israel’s apartheid against Palesti…
4246,"RT @AmnestyUK: 74 years since the #Nakba, home demolitions and forced evictions continue to be the reality for millions of Palestinians liv…"
4247,"RT @SocialistAnyDay: In 1948, over 700,000 Palestinians were violently expelled from their homes by Zionist militias during the establishme…"
4248,"RT @bobruss46: @_LFI 

#ApartheidIsrael 🇵🇸
#BravePalestine 🇵🇸
Amnesty International, B’Tselem, Human Rights Watch, and the, UN Special Rapp…"
4249,"The West’s blanket boycotts &amp; sanctions against Russia while continuing its complicity in Israel’s apartheid against Palestinians is racist, enraging &amp; hypocritical.

As we mark #Nakba74 escalate #BDS pressure now!
#ColonialHypocrisyKills

https://t.co/1iJde2qiZu"
4250,"RT @freedompalest1: 74 years after AlNakbah, we are still resilient and we want our homeland of Palestine back.

DO NOT STOP TALKING ABOUT…"
4251,"As humanity commemorate the 74 years of #Nakba74, we must intensify the #FreePalestine campaign as victory ✌️ is near InshaAllah!

@PATofficialSM @PATofficialPK @TahirulQadri @TahirulQadriUR #AzizSubhani #IsraeliCrimes #Palestinewillbefree #Palestine #IsraeliOccupation https://t.co/92Uscwfgrk"
4252,"RT @TheMendozaWoman: If Keir Starmer was alive during the Salem witch hunts: 

“While we condemn the drowning of this innocent woman, we de…"
4253,"RT @stopthewall: On May 15 Nakba Day, Palestinians renew their commitment to #EndIsraeliApartheid, #EndEthnicCleansing that started 74 year…"
4254,"@wallacemick #Nakba74 #FreePalestine #BDS #JournalismIsNotACrime snd neither are bring Palestinian in Palestine 🇵🇸 
@SecBlinken @POTUS @UN_HRC @GermanyUN @EU_Commission https://t.co/dnGjeq5LtC"
4255,"RT @rula_z: 'This is the #Palestine we know, love &amp; will always love. ✝️ ❤ ☪️' ~ @mo_ztr

We stand as one in our grief &amp; pray at the funera…"
4256,"RT @HazelWood269: After the usual lies, #ApartheidIsrael was forced to admit one of its snipers killed #ShireenAbuAkleh.
I join calls on th…"
4257,"@israelpolice LIARS

The “rioters” were all wearing @israelpolice uniforms. 

Utterly disgusting behaviour by an ill-disciplined Fascist paramilitary mob

#Fascists #paramilitary #IsraeliApartheid #ApartheidIsrael #colonialists #assassination #murderers #ShireenAbuAkleh #ShireenAbuAqla #RIP"
4258,"RT @HazelWood269: After the usual lies, #ApartheidIsrael was forced to admit one of its snipers killed #ShireenAbuAkleh.
I join calls on th…"
4259,"RT @bobruss46: @_LFI 

#ApartheidIsrael 🇵🇸
#BravePalestine 🇵🇸
Amnesty International, B’Tselem, Human Rights Watch, and the, UN Special Rapp…"
4260,"@GalGadot The closest video of the Israeli occupation thugs attacking the funeral procession of #ShireenAbuAkleh as the coffin was leaving the French hospital towards the cemetery
#IsraeliCrimes
#CrimesAgainstHumanity
 https://t.co/ocJETAcJDR"
4261,"@PBI_PS An #American #Palestinian, born &amp; raised in her beloved #Jerusalem. 

#ShireenAbuAqla shed light on #ApartheidIsrael by sharing the daily injustice &amp; oppression of her people @AJENews

How fitting that her legacy is to epitomise liberty for her brethren 

#FreePalestine #Nakba74"
4262,"An #American #Palestinian, born &amp; raised in her beloved #Jerusalem. 

#ShireenAbuAqla shed light on #ApartheidIsrael by sharing the daily injustice &amp; oppression of her people @AJENews

How fitting that her legacy is to epitomise liberty for her brethren 

#FreePalestine #Nakba74 https://t.co/UtNaE6puSe"
4263,"@israelpolice The “rioters” were all wearing @israelpolice uniforms. 

Utterly disgusting behaviour by an ill-disciplined Fascist paramilitary mob

#Fascists #paramilitary #IsraeliApartheid #ApartheidIsrael #colonialists #assassination #murderers #ShireenAbuAkleh #ShireenAbuAqla #RIP"
4264,"RT @AmnestyUK: 74 years since the #Nakba, home demolitions and forced evictions continue to be the reality for millions of Palestinians liv…"
4265,"@kareraas @AlJazeera This is not new to this ugly occupation. Racist Israel has persisted in its crimes. This entity must be held accountable and immediately boycotted.
#EndIsraeliApartheid 
#BoycottIsrael 🚫
#FreePalestine 
🇵🇸🇵🇸🇵🇸🇵🇸"
4266,"@SecBlinken This is not new to this ugly occupation. Racist Israel has persisted in its crimes. This entity must be held accountable and immediately boycotted.
#EndIsraeliApartheid 
#BoycottIsrael 🚫
#FreePalestine 
🇵🇸🇵🇸🇵🇸🇵🇸"
4267,"Three injuries in confrontations with the IOF in Kafr Qaddum https://t.co/Q04m3DBe5Q 
Israel must be held to account
""We know too well that our freedom is incomplete without the freedom of the Palestinians""
#EndIsraeliApartheid #FreePalestine #BDS 
End the occupation of Palestine"
4268,"RT @ProfJNMoyo: Barbaric #Israeli police brutalising pallbearers of the coffin of Palestinian journalist Shireen Abu Akleh, who was murdere…"
4269,"RT @KreaseChan: What use is banal condemnation if the killer of Shireen Abu Aqleh and those who gave the orders are not behind bars? 

This…"
4270,"The West’s blanket boycotts &amp; sanctions against Russia while continuing its complicity in Israel’s apartheid against Palestinians is racist, enraging &amp; hypocritical.

As we mark #Nakba74 escalate #BDS pressure now!
#ColonialHypocrisyKills

https://t.co/7TiWay6ESF"
4271,"RT @LevantineBaker: Israel is notorious for its treatment of the press and journalists. They've always harassed them, beat them, and tried…"
4272,@barnes_law @caitoz @richimedhurst Why are you always asking stupid questions?! #BDS
4273,"RT @NesmaJa97: Palestinian ex-detainee Dawoud Zubeidi, brother of the prisoner Zakaria Zubeidi succumbed to his wounds sustained by Israeli…"
4274,"RT @AmnestyUK: 74 years since the #Nakba, home demolitions and forced evictions continue to be the reality for millions of Palestinians liv…"
4275,"#EthnicCleansingIsACrimeAgainstHumanity The West’s blanket boycotts &amp; sanctions against Russia while continuing its complicity in Israel’s ethnic cleansing of Palestine is racist, enraging &amp; hypocritical. As we mark #Nakba74 escalate #BDS pressure now! https://t.co/2C25z9QjM6"
4276,"RT @KreaseChan: What use is banal condemnation if the killer of Shireen Abu Aqleh and those who gave the orders are not behind bars? 

This…"
4277,"RT @AmnestyUK: 74 years since the #Nakba, home demolitions and forced evictions continue to be the reality for millions of Palestinians liv…"
4278,"RT @AmnestyUK: 74 years since the #Nakba, home demolitions and forced evictions continue to be the reality for millions of Palestinians liv…"
4279,"RT @rula_z: @mo_ztr 'This is the #Palestine we know, love &amp; will always love. ✝️ ❤ ☪️' ~ @mo_ztr

We stand as one in our grief &amp; pray at th…"
4280,"RT @AmnestyUK: 74 years since the #Nakba, home demolitions and forced evictions continue to be the reality for millions of Palestinians liv…"
4281,"Israel must be held to account
""We know too well that our freedom is incomplete without the freedom of the Palestinians""
#BravePalestine #EndIsraeliApartheid #StandWithThe6 #FreePalestine #FreeThemAll #BDS End the occupation of Palestine
@AlboMP It's Time https://t.co/XLz1j8UPL1"
4282,"RT @AmnestyUK: 74 years since the #Nakba, home demolitions and forced evictions continue to be the reality for millions of Palestinians liv…"
4283,"RT @SocialistAnyDay: In 1948, over 700,000 Palestinians were violently expelled from their homes by Zionist militias during the establishme…"
4284,"RT @Quickieleaks: Israeli forces at it again!

Stop funding #ApartheidIsrael terrorising Palestinians"
4285,"@OnlinePalEng Israeli occupation thugs pulling Palestinian flags off #ShireenAbuAkleh's hearse
#IsraeliCrimes
#IsraeliApartheid
 https://t.co/InosDN22gw"
4286,"RT @KernowDamo: The scenes at Shireen Abu Akleh's funeral were shocking. I couldn't believe funerals could be targets like this, but sadly…"
4287,"RT @PalestinePDP: OP-ED from @MiddleEastMnt  Shireen Abu Akleh personified truth to power by Iqbal Jassat .@ijassat 
https://t.co/Rdu416bHv…"
4288,RT @MCAOps: Janna Jihad: ''The #Zionist are not going to stop us from speaking the truth and informing the world about what is going on. We…
4289,RT @BDSmovement: The Nakba did not end in 1948. It continues to this day with apartheid Israel relentlessly pursuing the dispossession of t…
4290,"RT @Quickieleaks: Israeli forces at it again!

Stop funding #ApartheidIsrael terrorising Palestinians"
4291,"RT @MiaSertima: @nadhimzahawi #BDS 
#ApartheidIsrael 
#FreePalestine 

You can cut all the Flowers but you cant stop Spring coming. https:/…"
4292,RT @BDSmovement: The Nakba did not end in 1948. It continues to this day with apartheid Israel relentlessly pursuing the dispossession of t…
4293,"@Joseph_Zernik @Th2shay STOP SUPPORTING #IsraeliCrimes
@SecBlinken @SecDef @VP @SecondGentleman @POTUS https://t.co/tuunFuOZDd"
4294,RT @MCAOps: Janna Jihad: ''The #Zionist are not going to stop us from speaking the truth and informing the world about what is going on. We…
4295,"RT @AmnestyUK: 74 years since the #Nakba, home demolitions and forced evictions continue to be the reality for millions of Palestinians liv…"
4296,"RT @rula_z: @mo_ztr 'This is the #Palestine we know, love &amp; will always love. ✝️ ❤ ☪️' ~ @mo_ztr

We stand as one in our grief &amp; pray at th…"
4297,"Israel must be held to account
""We know too well that our freedom is incomplete without the freedom of the Palestinians""
#BravePalestine #EndIsraeliApartheid #StandWithThe6 #FreePalestine #FreeThemAll #BDS End the occupation of Palestine
@AlboMP It's Time https://t.co/4ipswN4RmW"
4298,"@AmnestyUK: 74 years since the #Nakba, home demolitions and forced evictions continue to be the reality for millions of Palestinians living under Israel's apartheid. We must stand against this racist system and loudly say #EndIsraeliApartheid … https://t.co/4y7Z63zBi7"
4299,RT @MCAOps: Janna Jihad: ''The #Zionist are not going to stop us from speaking the truth and informing the world about what is going on. We…
4300,"RT @MiaSertima: @nadhimzahawi #BDS 
#ApartheidIsrael 
#FreePalestine 

You can cut all the Flowers but you cant stop Spring coming. https:/…"
4301,"RT @AmnestyUK: 74 years since the #Nakba, home demolitions and forced evictions continue to be the reality for millions of Palestinians liv…"
4302,"RT @freedompalest1: After counting 74 years, the key is still in my hand, and the title deed is in my name, 
but they still call me a refug…"
4303,"RT @KreaseChan: What use is banal condemnation if the killer of Shireen Abu Aqleh and those who gave the orders are not behind bars? 

This…"
4304,"RT @Quickieleaks: Israeli forces at it again!

Stop funding #ApartheidIsrael terrorising Palestinians"
4305,"Israel must be held to account
""We know too well that our freedom is incomplete without the freedom of the Palestinians""
#BravePalestine #EndIsraeliApartheid #StandWithThe6 #FreePalestine #FreeThemAll #BDS End the occupation of Palestine
@AlboMP It's Time https://t.co/r6X4Zb0mla"
4306,RT @BDSmovement: The Nakba did not end in 1948. It continues to this day with apartheid Israel relentlessly pursuing the dispossession of t…
4307,"The West’s blanket boycotts &amp; sanctions against Russia while continuing its complicity in Israel’s apartheid against Palestinians is racist, enraging &amp; hypocritical.

As we mark #Nakba74 escalate #BDS pressure now!
#ColonialHypocrisyKills

https://t.co/Xj2IGOzfyk"
4308,"@DavidMamnixx @SawtryJW @HagaiElAd @btselem @Israel @Amnesty, this guy is STILL calling you liars. 

-MicDrop🎙️

#ZionismIsTerrorism #BoycottIsrael #PalestinianGenocide #IsraeliApartheid #IsraeliOccupation #IsraeliWarCrimes #BDS #Zionist #FreePalestine"
4309,RT @jggreilsamer: The West’s blanket boycotts &amp; sanctions against Russia while continuing its complicity in Israel’s apartheid against Pale…
4310,"Israel must be held to account
""We know too well that our freedom is incomplete without the freedom of the Palestinians""
#BravePalestine #EndIsraeliApartheid #StandWithThe6 #FreePalestine #FreeThemAll #BDS End the occupation of Palestine
@AlboMP It's Time https://t.co/nn9t53Floo"
4311,"RT @AmnestyUK: 74 years since the #Nakba, home demolitions and forced evictions continue to be the reality for millions of Palestinians liv…"
4312,"Israeli forces at it again!

Stop funding #ApartheidIsrael terrorising Palestinians https://t.co/NjD21jbpMB"
4313,"RT @rula_z: 'This is the #Palestine we know, love &amp; will always love. ✝️ ❤ ☪️' ~ @mo_ztr

We stand as one in our grief &amp; pray at the funera…"
4314,"The West’s blanket boycotts &amp; sanctions against Russia while continuing its complicity in Israel’s apartheid against Palestinians is racist, enraging &amp; hypocritical.

As we mark #Nakba74 escalate #BDS pressure now!
#ColonialHypocrisyKills

https://t.co/zfoCir2f5c"
4315,"RT @Dovepetalchile: In any other country there wld be outrage at this terrifying &amp;abusive treatment of children, but here in the UK it is i…"
4316,"What use is banal condemnation if the killer of Shireen Abu Aqleh and those who gave the orders are not behind bars? 

This won’t happen in Israel of course - that’s why BDS campaigns and demands for the ICC to step up are growing.
#EndIsraeliApartheid 
https://t.co/XTmIZELaTa"
4317,RT @GGusciglio: The West’s blanket boycotts &amp; sanctions against Russia while continuing its complicity in Israel’s apartheid against Palest…
4318,"RT @AmnestyUK: 74 years since the #Nakba, home demolitions and forced evictions continue to be the reality for millions of Palestinians liv…"
4319,"The West’s blanket boycotts &amp; sanctions against Russia while continuing its complicity in Israel’s apartheid against Palestinians is racist, enraging &amp; hypocritical.

As we mark #Nakba74 escalate #BDS pressure now!
#ColonialHypocrisyKills

https://t.co/LLzrjtPtLe"
4320,"RT @abierkhatib: Israeli police : 

“no disciplinary action will be taken against police officers and fighters who took part in the funeral…"
4321,RT @JustMariTine: The West’s blanket boycotts &amp; sanctions against Russia while continuing its complicity in Israel’s apartheid against Pale…
4322,"@nadhimzahawi #BDS 
#ApartheidIsrael 
#FreePalestine 

You can cut all the Flowers but you cant stop Spring coming. https://t.co/ZQX3lgRPkJ"
4323,"@USAmbUN You do not dare to mention who committed this crime, and you think that you support the Palestinian people, you must speak out with full force for the perpetrators of heinous crimes, this occupation must be exposed in the whole world.
#BoycottIsrael 🚫"
4324,"@SpeakerPelosi You do not dare to mention who committed this crime, and you think that you support the Palestinian people, you must speak out with full force for the perpetrators of heinous crimes, this occupation must be exposed in the whole world.
#BoycottIsrael 🚫"
4325,"RT @timand2037: #ApartheidIsrael which occupies part of southern #Syria, just missile attacked Syria's central region killing 5 civilians a…"
4326,"@StateDeptSpox You do not dare to mention who committed this crime, and you think that you support the Palestinian people, you must speak out with full force for the perpetrators of heinous crimes, this occupation must be exposed in the whole world.
#BoycottIsrael 🚫"
4327,"RT @AmnestyUK: 74 years since the #Nakba, home demolitions and forced evictions continue to be the reality for millions of Palestinians liv…"
4328,"RT @PalFriends2020: Yesterday, a huge rally took place in Copenhagen, Denmark 🇩🇰, to mark 74th anniversary of Palestinian Nakba &amp; to honor…"
4329,"@_LFI 

#ApartheidIsrael 🇵🇸
#BravePalestine 🇵🇸
Amnesty International, B’Tselem, Human Rights Watch, and the, UN Special Rapporteur on the Situation of Human Rights in the Palestinian Territory have produced scrupulous and devastating reports on Israel’s practice of apartheid. https://t.co/G3ZLpLlA6q https://t.co/7j6DVx0XVo"
4330,RT @BDSmovement: The Nakba did not end in 1948. It continues to this day with apartheid Israel relentlessly pursuing the dispossession of t…
4331,RT @Quickieleaks: An ever growing section of #UK mainstream media has been complicit for some time in misreporting and watering down of the…
4332,RT @BDSmovement: The Nakba did not end in 1948. It continues to this day with apartheid Israel relentlessly pursuing the dispossession of t…
4333,"@ClaudiaWebbe Israeli use of weapons. Crippling for sport.

‘42 knees in one day’: Israeli snipers open up about shooting Gaza protestors - https://t.co/ZqClmhXTcs

#IsraeliCrimes #ApartheidIsrael #FreePalestine https://t.co/f3zTpfXbu4"
4334,"BREAKING| 40-year-old Dauod Zubeidi, brother of Palestinian detainee in Israeli prisons and one of Gilbou’s six breakers, Zakaria Zubeidi, has died of his injuries sustained during an Israeli military raid two days ago in Jenin refugee camp. #ApartheidIsrael https://t.co/PFMjraD9C8"
4335,"The West’s blanket boycotts &amp; sanctions against Russia while continuing its complicity in Israel’s apartheid against Palestinians is racist, enraging &amp; hypocritical.

As we mark #Nakba74 escalate #BDS pressure now!
#ColonialHypocrisyKills
#Nakba74

https://t.co/3sbzXa7IW7"
4336,"The West’s blanket boycotts &amp; sanctions against Russia while continuing its complicity in Israel’s apartheid against Palestinians is racist, enraging &amp; hypocritical.

As we mark #Nakba74 escalate #BDS pressure now!
#ColonialHypocrisyKills

https://t.co/lhwa1hpmef"
4337,"@mo_ztr 'This is the #Palestine we know, love &amp; will always love. ✝️ ❤ ☪️' ~ @mo_ztr

We stand as one in our grief &amp; pray at the funeral of @AJENews #ShireenAbuAkleh in  #Jerusalem.

Her legacy is to shed light on #ApartheidIsrael &amp; inspire a #FreePalestine today &amp; always.

#Nakba74"
4338,@93jamsvu The real #ApartheidIsrael
4339,"'This is the #Palestine we know, love &amp; will always love. ✝️ ❤ ☪️' ~ @mo_ztr

We stand as one in our grief &amp; pray at the funeral of @AJENews #ShireenAbuAkleh in  #Jerusalem.

Her legacy is to shed light on #ApartheidIsrael &amp; inspire a #FreePalestine today &amp; always.

#Nakba74 https://t.co/t6E7fCcK0Y"
4340,"RT @palestineprogs: One of history’s darkest days.
#auspol
#EndIsraeliApartheid https://t.co/wXBFxWWywX"
4341,RT @BDSmovement: The Nakba did not end in 1948. It continues to this day with apartheid Israel relentlessly pursuing the dispossession of t…
4342,"RT @AmnestyUK: 74 years since the #Nakba, home demolitions and forced evictions continue to be the reality for millions of Palestinians liv…"
4343,RT @MCAOps: Janna Jihad: ''The #Zionist are not going to stop us from speaking the truth and informing the world about what is going on. We…
4344,"@vankayak What about the Palestinian people and the crimes they are exposed to by the criminal racist occupation??  Why do you insist on supporting crimes, stop being racist.
#FreePalestine 
#BoycottIsrael 🚫
🇵🇸🇵🇸🇵🇸🇵🇸"
4345,RT @BDSmovement: The Nakba did not end in 1948. It continues to this day with apartheid Israel relentlessly pursuing the dispossession of t…
4346,"RT @abierkhatib: Israeli police : 

“no disciplinary action will be taken against police officers and fighters who took part in the funeral…"
4347,"Armed with cameras...when will the rest of the world say enough. 
#FreePalestine 
#EndApartheid 
#BDS https://t.co/xKGfO8RpVN"
4348,RT @BDSmovement: The Nakba did not end in 1948. It continues to this day with apartheid Israel relentlessly pursuing the dispossession of t…
4349,"#IsraeliCrimes 
as a muslim we support our christian brothers in palestine...sherine was sister for all arabs specially palestinian people who sherine always support them with every thing..
#Shereen_Abu_Aqleh"
4350,RT @Quickieleaks: An ever growing section of #UK mainstream media has been complicit for some time in misreporting and watering down of the…
4351,"RT @NesmaJa97: Palestinian ex-detainee Dawoud Zubeidi, brother of the prisoner Zakaria Zubeidi succumbed to his wounds sustained by Israeli…"
4352,RT @BDSmovement: The Nakba did not end in 1948. It continues to this day with apartheid Israel relentlessly pursuing the dispossession of t…
4353,Check out Hamza101's video! #TikTok https://t.co/7xJD7ePDc0 #Palestinebefore #IsraeliOccupation #isreal_terrorism #IsraelApartheid
4354,"RT @AmnestyUK: 74 years since the #Nakba, home demolitions and forced evictions continue to be the reality for millions of Palestinians liv…"
4355,Some of the MPs find the #IsraeliCrimes and #IsraeliOccupation so complicated that they would be well served if someone put together and idiots guide to 70 years of illegal occupation.
4356,"RT @AmnestyUK: 74 years since the #Nakba, home demolitions and forced evictions continue to be the reality for millions of Palestinians liv…"
4357,RT @WollaCLD: The West’s blanket boycotts &amp; sanctions against Russia while continuing its complicity in Israel’s apartheid against Palestin…
4358,RT @BDSmovement: The Nakba did not end in 1948. It continues to this day with apartheid Israel relentlessly pursuing the dispossession of t…
4359,"74 years since the #Nakba, home demolitions and forced evictions continue to be the reality for millions of Palestinians living under Israel's apartheid. 

We must stand against this racist system and loudly say #EndIsraeliApartheid https://t.co/RG6T9pkifN"
4360,"RT @abierkhatib: Israeli police : 

“no disciplinary action will be taken against police officers and fighters who took part in the funeral…"
4361,RT @HipsterUnionRep: If only Wes was in a position to promote meaningful action on this. 🤔 #BDS https://t.co/KuYgLi2lja
4362,"RT @LearningJustice: Today at the rally and teach-in on the #Nakba in Paterson NJ. 

Various groups with a shared cause: Justice for Palest…"
4363,@MccobbDavid @ClaudiaWebbe Even a Palestinian ‘armed’ with a camera isnt safe then at her own funeral mourners ‘armed’ with her coffin arent safe. The worst invention for Israel was the camera phone. The kind of Israeli barbarity of the past 74 years is being exposed and people despise it #ApartheidIsrael https://t.co/0qGG9zB4rN
4364,RT @BDSmovement: The Nakba did not end in 1948. It continues to this day with apartheid Israel relentlessly pursuing the dispossession of t…
4365,Outside Durban ICC #FreePalestine and #BoycottIsrael. https://t.co/49uGUmBtmi
4366,"@shadowondiamond @richimedhurst Believe it!

This ist #ApartheidIsrael and the israeli occupation. People who live in occupied #Palestine have to live with this israeli fascism since 74 years and on daily basis."
4367,RT @BDSmovement: The Nakba did not end in 1948. It continues to this day with apartheid Israel relentlessly pursuing the dispossession of t…
4368,RT @MCAOps: Janna Jihad: ''The #Zionist are not going to stop us from speaking the truth and informing the world about what is going on. We…
4369,"RT @MCAOps: The new-gen of Janna Jihad &amp; Ahed Tamimi, #Palestinian child expresses her anger at Zionist occupation forces who demolished he…"
4370,RT @BDSmovement: The Nakba did not end in 1948. It continues to this day with apartheid Israel relentlessly pursuing the dispossession of t…
4371,"The West’s blanket boycotts &amp; sanctions against Russia while continuing its complicity in Israel’s apartheid against Palestinians is racist, enraging &amp; hypocritical.

As we mark #Nakba74 escalate #BDS pressure now!
#ColonialHypocrisyKills

https://t.co/NEC1OxtXQP"
